Posto;Id. Vaga;Qtd. Vagas Disponíveis;Qtd. Encaminhamentos Disponíveis;Ocupação;Nome Fantasia do Empregador;UF Local de Trabalho;Município Local de Trabalho;Bairro Local de Trabalho;Forma de Contratação;Salário;Frequência de Pagamento;Incentivos;Horário de Trabalho;Horário não Convencional?;Escolaridade;Tempo de Experiência;Aceita Deficientes;Tipo de Deficiência;Sexo;Idade (Inicial);Idade (Final);
Sine Petrolina/Pe                                                                                                                                     ;6924489                                                                                                                                               ;15                  ;39                  ;Trabalhador da Pecuaria (Bovinos Corte)                                                                                                               ;AGROBRAS AGRICOLA TROPICAL DO BRASIL S/A                                                                                                              ;Pernambuco                                                                                                                                            ;PE-Petrolina                                                                                                                                          ;VILA MOCO                                                                                                                                             ;Permanente                                                                                                                                            ;1.354,00            ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Incompleto                                                                                                                                ;0                   ;Exclusivamente deficiente                                                                                                                             ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Petrolina/Pe                                                                                                                                     ;7066649                                                                                                                                               ;1                   ;3                   ;Vendedor Pracista                                                                                                                                     ;PNZSUN ENERGY                                                                                                                                         ;Pernambuco                                                                                                                                            ;PE-Petrolina                                                                                                                                          ;PORTAL DA CIDADE                                                                                                                                      ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Outros                                                                                                                                                ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Santa Cruz do Capibaribe/Pe                                                                                                                      ;7069988                                                                                                                                               ;1                   ;2                   ;Auxiliar Nos Servicos de Alimentacao                                                                                                                  ;GRUPO CARREFOUR BRASIL                                                                                                                                ;Pernambuco                                                                                                                                            ;PE-Santa Cruz do Capibaribe                                                                                                                           ;OSCARZAO                                                                                                                                              ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Recife/Pe                                                                                                                                        ;7071330                                                                                                                                               ;1                   ;0                   ;Vendedor de Comercio Varejista                                                                                                                        ;OTICA UNNO                                                                                                                                            ;Pernambuco                                                                                                                                            ;PE-Recife                                                                                                                                             ;BOA VISTA                                                                                                                                             ;Permanente                                                                                                                                            ;1.500,00            ;Mês                                                                                                                                                   ;Condução, Ticket Alimentação, Outros                                                                                                                  ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Garanhuns/Pe                                                                                                                                     ;7076064                                                                                                                                               ;1                   ;8                   ;Supervisor de Logistica                                                                                                                               ;JODIBE                                                                                                                                                ;Pernambuco                                                                                                                                            ;PE-Garanhuns                                                                                                                                          ;NOVO HELIOPOLIS                                                                                                                                       ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Manhã/Tarde/Noite                                                                                                                                     ;Não                                                                                                                                                   ;Superior Completo                                                                                                                                     ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Belo Jardim/Pe                                                                                                                                   ;7073914                                                                                                                                               ;5                   ;22                  ;Faxineiro                                                                                                                                             ;SOSERVI MATRIZ                                                                                                                                        ;Pernambuco                                                                                                                                            ;PE-Belo Jardim                                                                                                                                        ;CENTRO                                                                                                                                                ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Cesta Básica                                                                                                                                          ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;0                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Palmares/Pe                                                                                                                                      ;7074540                                                                                                                                               ;1                   ;6                   ;Fiscal de Loja                                                                                                                                        ;FARMACIA PAGUE MENOS                                                                                                                                  ;Pernambuco                                                                                                                                            ;PE-Palmares                                                                                                                                           ;CENTRO                                                                                                                                                ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Garanhuns/Pe                                                                                                                                     ;7068817                                                                                                                                               ;1                   ;5                   ;Pedreiro                                                                                                                                              ;CONSTRUTORA VIANA BARROS                                                                                                                              ;Pernambuco                                                                                                                                            ;PE-Garanhuns                                                                                                                                          ;HELIOPOLIS                                                                                                                                            ;Temporária                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Recife/Pe                                                                                                                                        ;7072974                                                                                                                                               ;3                   ;3                   ;Embalador A Mao                                                                                                                                       ;RECIBOM                                                                                                                                               ;Pernambuco                                                                                                                                            ;PE-Recife                                                                                                                                             ;BOA VIAGEM                                                                                                                                            ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Condução, Assistência Odontológica, Outros                                                                                                            ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Exclusivamente deficiente                                                                                                                             ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Vitoria de Santo Antao/Pe                                                                                                                        ;7063552                                                                                                                                               ;1                   ;4                   ;Vendedor de Comercio Varejista                                                                                                                        ;OTICA POPULAR                                                                                                                                         ;Pernambuco                                                                                                                                            ;PE-Vitória de Santo Antão                                                                                                                             ;MATRIZ                                                                                                                                                ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Recife/Pe                                                                                                                                        ;7072982                                                                                                                                               ;3                   ;3                   ;Repositor de Mercadorias                                                                                                                              ;RECIBOM                                                                                                                                               ;Pernambuco                                                                                                                                            ;PE-Recife                                                                                                                                             ;BOA VIAGEM                                                                                                                                            ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Condução, Assistência Odontológica, Outros                                                                                                            ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Exclusivamente deficiente                                                                                                                             ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Recife/Pe                                                                                                                                        ;7075063                                                                                                                                               ;1                   ;2                   ;Empregado Domestico Diarista                                                                                                                          ;                                                                                                                                                      ;Pernambuco                                                                                                                                            ;PE-Camaragibe                                                                                                                                         ;VILA DA FABRICA                                                                                                                                       ;Permanente                                                                                                                                            ;1.400,00            ;Mês                                                                                                                                                   ;Condução, Outros                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7075023                                                                                                                                               ;1                   ;3                   ;Tecnico de Rede (Telecomunicacoes)                                                                                                                    ;PGF TELECOM                                                                                                                                           ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;NOSSA SENHORA DAS DORES                                                                                                                               ;Permanente                                                                                                                                            ;1.320,00            ;Mês                                                                                                                                                   ;Condução, Ticket Alimentação                                                                                                                          ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Serra Talhada/Pe                                                                                                                                 ;7065808                                                                                                                                               ;2                   ;2                   ;Auxiliar Nos Servicos de Alimentacao                                                                                                                  ;REI DOS SUCOS                                                                                                                                         ;Pernambuco                                                                                                                                            ;PE-Serra Talhada                                                                                                                                      ;SAO CRISTOVAO                                                                                                                                         ;Permanente                                                                                                                                            ;1.320,00            ;Mês                                                                                                                                                   ;Outros                                                                                                                                                ;Noite                                                                                                                                                 ;Não                                                                                                                                                   ;Fundamental Incompleto                                                                                                                                ;0                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Serra Talhada/Pe                                                                                                                                 ;7065811                                                                                                                                               ;1                   ;4                   ;Atendente de Lanchonete                                                                                                                               ;REI DOS SUCOS                                                                                                                                         ;Pernambuco                                                                                                                                            ;PE-Serra Talhada                                                                                                                                      ;SAO CRISTOVAO                                                                                                                                         ;Permanente                                                                                                                                            ;1.320,00            ;Mês                                                                                                                                                   ;Outros                                                                                                                                                ;Noite                                                                                                                                                 ;Não                                                                                                                                                   ;Fundamental Incompleto                                                                                                                                ;0                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine  Nazare da Mata/Pe                                                                                                                               ;7065025                                                                                                                                               ;1                   ;1                   ;Tecnico Em Seguranca do Trabalho                                                                                                                      ;MULTIMUNDO                                                                                                                                            ;Pernambuco                                                                                                                                            ;PE-Carpina                                                                                                                                            ;SANTA CRUZ                                                                                                                                            ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Auditiva                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7076173                                                                                                                                               ;2                   ;2                   ;Garcom                                                                                                                                                ;BARRIL DA SERRA BAR                                                                                                                                   ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;MAURICIO DE NASSAU                                                                                                                                    ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Belo Jardim/Pe                                                                                                                                   ;7073950                                                                                                                                               ;1                   ;2                   ;Supervisor Administrativo                                                                                                                             ;SOSERVI MATRIZ                                                                                                                                        ;Pernambuco                                                                                                                                            ;PE-Belo Jardim                                                                                                                                        ;CENTRO                                                                                                                                                ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Cesta Básica                                                                                                                                          ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Belo Jardim/Pe                                                                                                                                   ;7073861                                                                                                                                               ;1                   ;3                   ;Jardineiro                                                                                                                                            ;SOSERVI MATRIZ                                                                                                                                        ;Pernambuco                                                                                                                                            ;PE-Belo Jardim                                                                                                                                        ;CENTRO                                                                                                                                                ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Cesta Básica                                                                                                                                          ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;0                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
